Gene_names,GO_IDs,GO_terms
RFA1,GO:0044271,cellular nitrogen compound biosynthetic process
RFA1,GO:0046872,metal ion binding
SEN34,GO:0000213,tRNA-intron endonuclease activity
SEN34,GO:0000214,tRNA-intron endonuclease complex
SEN34,GO:0000379,tRNA-type intron splice site recognition and cleavage
SEN34,GO:0003676,nucleic acid binding
DSE4,GO:0008152,metabolic process
DSE4,GO:0008422,beta-glucosidase activity
DSE4,GO:0052861,"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group"
DSE4,GO:0052862,"glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group"
ADE1,GO:0004639,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
ADE1,GO:0005524,ATP binding
ADE1,GO:0006189,'de novo' IMP biosynthetic process
SPC97,GO:0000922,spindle pole
SPC97,GO:0000930,gamma-tubulin complex
SPC97,GO:0005737,cytoplasm
SPC97,GO:0005874,microtubule
SPC97,GO:0007020,microtubule nucleation
SPC97,GO:0043015,gamma-tubulin binding
NOP1,GO:0003723,RNA binding
NOP1,GO:0006364,rRNA processing
NOP1,GO:0008168,methyltransferase activity
NOP1,GO:0032259,methylation
DBP9,GO:0003676,nucleic acid binding
DBP9,GO:0003724,RNA helicase activity
DBP9,GO:0005524,ATP binding
DBP9,GO:0016787,hydrolase activity
TAF1,GO:0001091,RNA polymerase II general transcription initiation factor binding
TAF1,GO:0003743,translation initiation factor activity
TAF1,GO:0004402,histone acetyltransferase activity
TAF1,GO:0005669,transcription factor TFIID complex
TAF1,GO:0006366,transcription by RNA polymerase II
TAF1,GO:0017025,TBP-class protein binding
uch2,GO:0004843,cysteine-type deubiquitinase activity
uch2,GO:0006511,ubiquitin-dependent protein catabolic process
uch2,GO:0016579,protein deubiquitination
OLE1,GO:0004768,stearoyl-CoA 9-desaturase activity
OLE1,GO:0006636,unsaturated fatty acid biosynthetic process
OLE1,GO:0016020,membrane
OLE1,GO:0020037,heme binding
OLE1,GO:0046872,metal ion binding
PGU1,GO:0004650,polygalacturonase activity
PGU1,GO:0045490,pectin catabolic process
PGU1,GO:0071555,cell wall organization
HTZ1,GO:0000786,nucleosome
HTZ1,GO:0003677,DNA binding
HTZ1,GO:0005634,nucleus
HTZ1,GO:0030527,structural constituent of chromatin
HTZ1,GO:0046982,protein heterodimerization activity
RFT1,GO:0005789,endoplasmic reticulum membrane
RFT1,GO:0006488,dolichol-linked oligosaccharide biosynthetic process
ACH1,GO:0003986,acetyl-CoA hydrolase activity
ACH1,GO:0006083,acetate metabolic process
ACH1,GO:0008775,acetate CoA-transferase activity
UBP6,GO:0004843,cysteine-type deubiquitinase activity
UBP6,GO:0016579,protein deubiquitination
UBP6,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
CHC1,GO:0005198,structural molecule activity
CHC1,GO:0006886,intracellular protein transport
CHC1,GO:0016192,vesicle-mediated transport
CHC1,GO:0030130,clathrin coat of trans-Golgi network vesicle
CHC1,GO:0030132,clathrin coat of coated pit
CHC1,GO:0032051,clathrin light chain binding
CHC1,GO:0071439,clathrin complex
POL4,GO:0003677,DNA binding
POL4,GO:0003887,DNA-directed DNA polymerase activity
POL4,GO:0005634,nucleus
POL4,GO:0006281,DNA repair
POL4,GO:0046872,metal ion binding
SPP2,GO:0000398,"mRNA splicing, via spliceosome"
SPP2,GO:0005634,nucleus
HGT1,GO:0008643,carbohydrate transport
HGT1,GO:0016020,membrane
HGT1,GO:0022857,transmembrane transporter activity
SMP3,GO:0005789,endoplasmic reticulum membrane
SMP3,GO:0016757,glycosyltransferase activity
PPA2,GO:0000287,magnesium ion binding
PPA2,GO:0004427,inorganic diphosphate phosphatase activity
PPA2,GO:0005737,cytoplasm
PPA2,GO:0006796,phosphate-containing compound metabolic process
RPC31,GO:0005666,RNA polymerase III complex
RPC31,GO:0006383,transcription by RNA polymerase III
COX13,GO:0005751,mitochondrial respiratory chain complex IV
COX13,GO:0006119,oxidative phosphorylation
COX13,GO:0016491,oxidoreductase activity
AGX1,GO:0008453,alanine-glyoxylate transaminase activity
RSM22,GO:0005739,mitochondrion
RSM22,GO:0005840,ribosome
RSM22,GO:0006412,translation
RSM22,GO:0008168,methyltransferase activity
RSM22,GO:0032259,methylation
TAF8,GO:0003743,translation initiation factor activity
TAF8,GO:0005669,transcription factor TFIID complex
SDA1,GO:0000055,ribosomal large subunit export from nucleus
SDA1,GO:0005730,nucleolus
SDA1,GO:0015031,protein transport
SDA1,GO:0042273,ribosomal large subunit biogenesis
PRE3,GO:0004298,threonine-type endopeptidase activity
PRE3,GO:0005737,cytoplasm
PRE3,GO:0010499,proteasomal ubiquitin-independent protein catabolic process
PRE3,GO:0019774,"proteasome core complex, beta-subunit complex"
PRE3,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
CRN1,GO:0003779,actin binding
CRN1,GO:0005737,cytoplasm
GON7,GO:0005634,nucleus
MST1,GO:0004829,threonine-tRNA ligase activity
MST1,GO:0005524,ATP binding
MST1,GO:0005737,cytoplasm
MST1,GO:0006435,threonyl-tRNA aminoacylation
CNB1,GO:0005509,calcium ion binding
CNB1,GO:0008597,calcium-dependent protein serine/threonine phosphatase regulator activity
PCF11,GO:0000993,RNA polymerase II complex binding
PCF11,GO:0003729,mRNA binding
PCF11,GO:0005849,mRNA cleavage factor complex
PCF11,GO:0006369,termination of RNA polymerase II transcription
PCF11,GO:0006378,mRNA polyadenylation
PCF11,GO:0006379,mRNA cleavage
YTH1,GO:0003723,RNA binding
YTH1,GO:0005634,nucleus
YTH1,GO:0046872,metal ion binding
YTH1,GO:0098789,pre-mRNA cleavage required for polyadenylation
PDA1,GO:0004739,pyruvate dehydrogenase (acetyl-transferring) activity
PDA1,GO:0006086,acetyl-CoA biosynthetic process from pyruvate
PDA1,GO:0043231,intracellular membrane-bounded organelle
PRP16,GO:0003676,nucleic acid binding
PRP16,GO:0004386,helicase activity
PRP16,GO:0005524,ATP binding
PRP16,GO:0005634,nucleus
PRP16,GO:0006396,RNA processing
PRP16,GO:0008186,"ATP-dependent activity, acting on RNA"
PRP16,GO:0016787,hydrolase activity
PRP16,GO:0022613,ribonucleoprotein complex biogenesis
PRP16,GO:1990904,ribonucleoprotein complex
CHS3,GO:0004100,chitin synthase activity
CHS3,GO:0016020,membrane
CDC21,GO:0004799,thymidylate synthase activity
CDC21,GO:0006231,dTMP biosynthetic process
CDC21,GO:0006235,dTTP biosynthetic process
CDC21,GO:0032259,methylation
NOP12,GO:0003723,RNA binding
NOP53,GO:0000027,ribosomal large subunit assembly
NOP53,GO:0005654,nucleoplasm
NOP53,GO:0005730,nucleolus
GAL11,GO:0003712,transcription coregulator activity
GAL11,GO:0006357,regulation of transcription by RNA polymerase II
GAL11,GO:0016592,mediator complex
CCC2,GO:0005507,copper ion binding
CCC2,GO:0005524,ATP binding
CCC2,GO:0016020,membrane
CCC2,GO:0016887,ATP hydrolysis activity
CCC2,GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity
DED81,GO:0003676,nucleic acid binding
DED81,GO:0004816,asparagine-tRNA ligase activity
DED81,GO:0005524,ATP binding
DED81,GO:0005737,cytoplasm
DED81,GO:0006421,asparaginyl-tRNA aminoacylation
RRD2,GO:0003755,peptidyl-prolyl cis-trans isomerase activity
RRD2,GO:0005737,cytoplasm
RRD2,GO:0019211,phosphatase activator activity
PGS1,GO:0005524,ATP binding
PGS1,GO:0005739,mitochondrion
PGS1,GO:0008444,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
PGS1,GO:0032049,cardiolipin biosynthetic process
HST2,GO:0005634,nucleus
HST2,GO:0008270,zinc ion binding
HST2,GO:0016740,transferase activity
HST2,GO:0017136,NAD-dependent histone deacetylase activity
HST2,GO:0070403,NAD+ binding
RAM1,GO:0004660,protein farnesyltransferase activity
RAM1,GO:0005965,protein farnesyltransferase complex
RAM1,GO:0008270,zinc ion binding
RAM1,GO:0018343,protein farnesylation
EFM5,GO:0005737,cytoplasm
EFM5,GO:0016279,protein-lysine N-methyltransferase activity
EFM5,GO:0018022,peptidyl-lysine methylation
ARC35,GO:0003779,actin binding
ARC35,GO:0005737,cytoplasm
ARC35,GO:0005885,Arp2/3 protein complex
ARC35,GO:0030041,actin filament polymerization
ARC35,GO:0034314,Arp2/3 complex-mediated actin nucleation
SRB8,GO:0003712,transcription coregulator activity
SRB8,GO:0006357,regulation of transcription by RNA polymerase II
SRB8,GO:0016592,mediator complex
ARC40,GO:0003779,actin binding
ARC40,GO:0005885,Arp2/3 protein complex
ARC40,GO:0030479,actin cortical patch
ARC40,GO:0034314,Arp2/3 complex-mediated actin nucleation
ARO4,GO:0003849,3-deoxy-7-phosphoheptulonate synthase activity
ARO4,GO:0008652,amino acid biosynthetic process
ARO4,GO:0009073,aromatic amino acid family biosynthetic process
CDC12,GO:0005525,GTP binding
CDC12,GO:0005619,ascospore wall
CDC12,GO:0005935,cellular bud neck
CDC12,GO:0031105,septin complex
CDC12,GO:0051301,cell division
PRP5,GO:0003676,nucleic acid binding
PRP5,GO:0003724,RNA helicase activity
PRP5,GO:0005524,ATP binding
PRP5,GO:0016787,hydrolase activity
VPS27,GO:0006886,intracellular protein transport
VPS27,GO:0007034,vacuolar transport
VPS27,GO:0010008,endosome membrane
VPS27,GO:0016192,vesicle-mediated transport
VPS27,GO:0035091,phosphatidylinositol binding
VPS27,GO:0043130,ubiquitin binding
VPS27,GO:0046872,metal ion binding
UBP3,GO:0004843,cysteine-type deubiquitinase activity
UBP3,GO:0006511,ubiquitin-dependent protein catabolic process
UBP3,GO:0016579,protein deubiquitination
YMD8,GO:0016020,membrane
GRC3,GO:0005524,ATP binding
GRC3,GO:0006396,RNA processing
GRC3,GO:0051731,polynucleotide 5'-hydroxyl-kinase activity
RAD23,GO:0003684,damaged DNA binding
RAD23,GO:0005654,nucleoplasm
RAD23,GO:0005829,cytosol
RAD23,GO:0006289,nucleotide-excision repair
RAD23,GO:0031593,polyubiquitin modification-dependent protein binding
RAD23,GO:0043130,ubiquitin binding
RAD23,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
EAF1,GO:0005634,nucleus
EAF1,GO:0006281,DNA repair
EAF1,GO:0006325,chromatin organization
EAF1,GO:0035267,NuA4 histone acetyltransferase complex
PRC1,GO:0004185,serine-type carboxypeptidase activity
PRC1,GO:0005773,vacuole
PRC1,GO:0006508,proteolysis
NAB2,GO:0005634,nucleus
NAB2,GO:0008143,poly(A) binding
NAB2,GO:0043488,regulation of mRNA stability
NAB2,GO:0046872,metal ion binding
NAB2,GO:1900364,negative regulation of mRNA polyadenylation
SNU13,GO:0003723,RNA binding
SNU13,GO:0005730,nucleolus
SNU13,GO:0006364,rRNA processing
SNU13,GO:1990904,ribonucleoprotein complex
VMA7,GO:0005774,vacuolar membrane
VMA7,GO:0033180,"proton-transporting V-type ATPase, V1 domain"
VMA7,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
URA3,GO:0004590,orotidine-5'-phosphate decarboxylase activity
URA3,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process
URA3,GO:0044205,'de novo' UMP biosynthetic process
SES1,GO:0004828,serine-tRNA ligase activity
SES1,GO:0005524,ATP binding
SES1,GO:0006434,seryl-tRNA aminoacylation
SES1,GO:0097056,obsolete selenocysteinyl-tRNA(Sec) biosynthetic process
NFS1,GO:0030170,pyridoxal phosphate binding
NFS1,GO:0031071,cysteine desulfurase activity
NFS1,GO:0044571,[2Fe-2S] cluster assembly
NFS1,GO:0046872,metal ion binding
NFS1,GO:0051536,iron-sulfur cluster binding
HOS2,GO:0004407,histone deacetylase activity
HOS2,GO:0005634,nucleus
HOS2,GO:0006325,chromatin organization
HOS2,GO:0006355,regulation of DNA-templated transcription
HOS2,GO:0016575,histone deacetylation
HOS2,GO:0046872,metal ion binding
UBP16,GO:0004843,cysteine-type deubiquitinase activity
UBP16,GO:0006511,ubiquitin-dependent protein catabolic process
UBP16,GO:0016020,membrane
UBP16,GO:0016579,protein deubiquitination
LYS21,GO:0004410,homocitrate synthase activity
LYS21,GO:0019878,lysine biosynthetic process via aminoadipic acid
GLC3,GO:0003844,"1,4-alpha-glucan branching enzyme activity"
GLC3,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
GLC3,GO:0005978,glycogen biosynthetic process
GLC3,GO:0043169,cation binding
GLC3,GO:0102752,"1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)"
SYF2,GO:0000398,"mRNA splicing, via spliceosome"
SYF2,GO:0005681,spliceosomal complex
TPA1,GO:0005506,iron ion binding
TPA1,GO:0031418,L-ascorbic acid binding
TPA1,GO:0031543,peptidyl-proline dioxygenase activity
NOG1,GO:0005525,GTP binding
NOG1,GO:0005730,nucleolus
NOG1,GO:0042254,ribosome biogenesis
THO2,GO:0000347,THO complex
THO2,GO:0006397,mRNA processing
THO2,GO:0006406,mRNA export from nucleus
EAF7,GO:0005634,nucleus
EAF7,GO:0006355,regulation of DNA-templated transcription
EAF7,GO:0043189,H4/H2A histone acetyltransferase complex
KRE6,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
KRE6,GO:0005975,carbohydrate metabolic process
KRE6,GO:0016020,membrane
KRE6,GO:0031505,fungal-type cell wall organization
PKH3,GO:0004674,protein serine/threonine kinase activity
PKH3,GO:0005524,ATP binding
PKH3,GO:0006468,protein phosphorylation
DIA4,GO:0004828,serine-tRNA ligase activity
DIA4,GO:0005524,ATP binding
DIA4,GO:0006434,seryl-tRNA aminoacylation
YUH1,GO:0004843,cysteine-type deubiquitinase activity
YUH1,GO:0006511,ubiquitin-dependent protein catabolic process
VPS17,GO:0005829,cytosol
VPS17,GO:0015031,protein transport
VPS17,GO:0030904,retromer complex
VPS17,GO:0032266,phosphatidylinositol-3-phosphate binding
VPS17,GO:0042147,"retrograde transport, endosome to Golgi"
LSM5,GO:0003723,RNA binding
LSM5,GO:0005681,spliceosomal complex
LSM5,GO:0006397,mRNA processing
LSM5,GO:0008380,RNA splicing
VPS10,GO:0005794,Golgi apparatus
VPS10,GO:0016020,membrane
MIOX5,GO:0005506,iron ion binding
MIOX5,GO:0005737,cytoplasm
MIOX5,GO:0019310,inositol catabolic process
MIOX5,GO:0050113,inositol oxygenase activity
DPH2,GO:0005737,cytoplasm
DPH2,GO:0017183,peptidyl-diphthamide biosynthetic process from peptidyl-histidine
DPH2,GO:0046872,metal ion binding
DPH2,GO:0051536,iron-sulfur cluster binding
DPH2,GO:0090560,2-(3-amino-3-carboxypropyl)histidine synthase activity
PFY1,GO:0003779,actin binding
PFY1,GO:0005856,cytoskeleton
NUR1,GO:0031965,nuclear membrane
PFA3,GO:0016020,membrane
PFA3,GO:0019706,protein-cysteine S-palmitoyltransferase activity
RIB4,GO:0000906,"6,7-dimethyl-8-ribityllumazine synthase activity"
RIB4,GO:0009231,riboflavin biosynthetic process
RIB4,GO:0009349,riboflavin synthase complex
HYR1,GO:0004602,glutathione peroxidase activity
HYR1,GO:0034599,cellular response to oxidative stress
HYR1,GO:0110165,cellular anatomical entity
HYR1,GO:0140824,thioredoxin-dependent peroxiredoxin activity
TIF11,GO:0003723,RNA binding
TIF11,GO:0003743,translation initiation factor activity
OLA1,GO:0005524,ATP binding
OLA1,GO:0005525,GTP binding
OLA1,GO:0005737,cytoplasm
OLA1,GO:0016887,ATP hydrolysis activity
OLA1,GO:0043022,ribosome binding
OLA1,GO:0043023,ribosomal large subunit binding
MGT1,GO:0003908,methylated-DNA-[protein]-cysteine S-methyltransferase activity
MGT1,GO:0006281,DNA repair
MGT1,GO:0032259,methylation
CLN2,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity
CLN2,GO:0007049,cell cycle
CLN2,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity
CLN2,GO:0051301,cell division
CLN2,GO:2000045,regulation of G1/S transition of mitotic cell cycle
VMA16,GO:0000324,fungal-type vacuole
VMA16,GO:0005774,vacuolar membrane
VMA16,GO:0033179,"proton-transporting V-type ATPase, V0 domain"
VMA16,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
DNF3,GO:0000287,magnesium ion binding
DNF3,GO:0005524,ATP binding
DNF3,GO:0016020,membrane
DNF3,GO:0016887,ATP hydrolysis activity
DNF3,GO:0045332,phospholipid translocation
DNF3,GO:0140326,ATPase-coupled intramembrane lipid transporter activity
SPC110,GO:0005634,nucleus
SPC110,GO:0005816,spindle pole body
uapC,GO:0005886,plasma membrane
uapC,GO:0022857,transmembrane transporter activity
uapC,GO:0071702,organic substance transport
RAN1,GO:0005524,ATP binding
RAN1,GO:0016020,membrane
RAN1,GO:0016887,ATP hydrolysis activity
RAN1,GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity
RAN1,GO:0046872,metal ion binding
CCT8,GO:0005524,ATP binding
CCT8,GO:0005832,chaperonin-containing T-complex
CCT8,GO:0016887,ATP hydrolysis activity
CCT8,GO:0051082,unfolded protein binding
CCT8,GO:0051086,chaperone mediated protein folding independent of cofactor
CCT8,GO:0140662,ATP-dependent protein folding chaperone
PEP12,GO:0005484,SNAP receptor activity
PEP12,GO:0006886,intracellular protein transport
PEP12,GO:0016020,membrane
PEP12,GO:0016192,vesicle-mediated transport
PEP12,GO:0043231,intracellular membrane-bounded organelle
CKB2,GO:0005956,protein kinase CK2 complex
CKB2,GO:0016301,kinase activity
CKB2,GO:0016310,phosphorylation
CKB2,GO:0019887,protein kinase regulator activity
KRR1,GO:0003723,RNA binding
KRR1,GO:0005730,nucleolus
KRR1,GO:0006364,rRNA processing
KRR1,GO:1990904,ribonucleoprotein complex
YTA12,GO:0004176,ATP-dependent peptidase activity
YTA12,GO:0004222,metalloendopeptidase activity
YTA12,GO:0005524,ATP binding
YTA12,GO:0006508,proteolysis
YTA12,GO:0008270,zinc ion binding
YTA12,GO:0016020,membrane
YTA12,GO:0016887,ATP hydrolysis activity
RPS26A,GO:0003735,structural constituent of ribosome
RPS26A,GO:0005840,ribosome
RPS26A,GO:0006412,translation
RPS26A,GO:1990904,ribonucleoprotein complex
GFA1,GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity
GFA1,GO:0006048,UDP-N-acetylglucosamine biosynthetic process
GFA1,GO:0006541,glutamine metabolic process
GFA1,GO:0097367,carbohydrate derivative binding
SRP54,GO:0003924,GTPase activity
SRP54,GO:0005525,GTP binding
SRP54,GO:0005786,"signal recognition particle, endoplasmic reticulum targeting"
SRP54,GO:0006614,SRP-dependent cotranslational protein targeting to membrane
SRP54,GO:0008312,7S RNA binding
GAB1,GO:0016255,attachment of GPI anchor to protein
GAB1,GO:0042765,GPI-anchor transamidase complex
PBN1,GO:0000030,mannosyltransferase activity
PBN1,GO:0005789,endoplasmic reticulum membrane
PBN1,GO:0006506,GPI anchor biosynthetic process
BET2,GO:0004663,Rab geranylgeranyltransferase activity
BET2,GO:0005968,Rab-protein geranylgeranyltransferase complex
BET2,GO:0018344,protein geranylgeranylation
BET2,GO:0046872,metal ion binding
KRE28,GO:0000776,kinetochore
KRE28,GO:0005737,cytoplasm
KRE28,GO:0005816,spindle pole body
KRE28,GO:0031965,nuclear membrane
BUD16,GO:0008478,pyridoxal kinase activity
BUD16,GO:0009443,pyridoxal 5'-phosphate salvage
BUD16,GO:0016310,phosphorylation
SRP1,GO:0005737,cytoplasm
SRP1,GO:0006606,protein import into nucleus
SRP1,GO:0061608,nuclear import signal receptor activity
GDH2,GO:0004352,glutamate dehydrogenase (NAD+) activity
GDH2,GO:0019551,glutamate catabolic process to 2-oxoglutarate
PKP1,GO:0004672,protein kinase activity
PKP1,GO:0005524,ATP binding
PKP1,GO:0005759,mitochondrial matrix
PKP1,GO:0016310,phosphorylation
EMC1,GO:0072546,EMC complex
IPI3,GO:0005634,nucleus
IPI3,GO:0006261,DNA-templated DNA replication
IPI3,GO:0006364,rRNA processing
IPI3,GO:0097344,Rix1 complex
PEX7,GO:0005053,peroxisome matrix targeting signal-2 binding
PEX7,GO:0005777,peroxisome
PEX7,GO:0016558,protein import into peroxisome matrix
TIM50,GO:0005744,TIM23 mitochondrial import inner membrane translocase complex
TIM50,GO:0015031,protein transport
IBD2,GO:0000922,spindle pole
IBD2,GO:0007094,mitotic spindle assembly checkpoint signaling
CBK1,GO:0004674,protein serine/threonine kinase activity
CBK1,GO:0005524,ATP binding
CBK1,GO:0006468,protein phosphorylation
PRP46,GO:0000398,"mRNA splicing, via spliceosome"
PRP46,GO:0005681,spliceosomal complex
RMT2,GO:0005634,nucleus
RMT2,GO:0005737,cytoplasm
RMT2,GO:0016274,protein-arginine N-methyltransferase activity
SLD5,GO:0005634,nucleus
SLD5,GO:0006261,DNA-templated DNA replication
GDT1,GO:0016020,membrane
TRS31,GO:0005783,endoplasmic reticulum
TRS31,GO:0005794,Golgi apparatus
TRS31,GO:0016236,macroautophagy
TRS31,GO:0030008,TRAPP complex
TRS31,GO:0048193,Golgi vesicle transport
SEC16,GO:0005789,endoplasmic reticulum membrane
SEC16,GO:0006914,autophagy
SEC16,GO:0015031,protein transport
SEC16,GO:0048208,COPII vesicle coating
SEC16,GO:0070971,endoplasmic reticulum exit site
DFR1,GO:0004146,dihydrofolate reductase activity
DFR1,GO:0006545,glycine biosynthetic process
DFR1,GO:0006730,one-carbon metabolic process
DFR1,GO:0046654,tetrahydrofolate biosynthetic process
DFR1,GO:0050661,NADP binding
SMP1,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding
SMP1,GO:0005634,nucleus
SMP1,GO:0006351,DNA-templated transcription
SMP1,GO:0045944,positive regulation of transcription by RNA polymerase II
SMP1,GO:0046983,protein dimerization activity
SFL1,GO:0003700,DNA-binding transcription factor activity
SFL1,GO:0005634,nucleus
SFL1,GO:0043565,sequence-specific DNA binding
UBA2,GO:0005524,ATP binding
UBA2,GO:0016925,protein sumoylation
UBA2,GO:0019948,SUMO activating enzyme activity
UBA2,GO:0031510,SUMO activating enzyme complex
UBA2,GO:0046872,metal ion binding
TAF6,GO:0000124,SAGA complex
TAF6,GO:0003743,translation initiation factor activity
TAF6,GO:0005669,transcription factor TFIID complex
TAF6,GO:0006367,transcription initiation at RNA polymerase II promoter
TAF6,GO:0016251,RNA polymerase II general transcription initiation factor activity
TAF6,GO:0046695,SLIK (SAGA-like) complex
TAF6,GO:0046982,protein heterodimerization activity
EFT1,GO:0003746,translation elongation factor activity
EFT1,GO:0003924,GTPase activity
EFT1,GO:0005525,GTP binding
ECM31,GO:0003864,3-methyl-2-oxobutanoate hydroxymethyltransferase activity
ECM31,GO:0008168,methyltransferase activity
ECM31,GO:0015940,pantothenate biosynthetic process
ECM31,GO:0032259,methylation
POL2,GO:0000166,nucleotide binding
POL2,GO:0003677,DNA binding
POL2,GO:0003887,DNA-directed DNA polymerase activity
POL2,GO:0006260,DNA replication
POL2,GO:0006281,DNA repair
POL2,GO:0008270,zinc ion binding
POL2,GO:0008622,epsilon DNA polymerase complex
POL2,GO:0051539,"4 iron, 4 sulfur cluster binding"
TYR1,GO:0004665,prephenate dehydrogenase (NADP+) activity
TYR1,GO:0006571,tyrosine biosynthetic process
TYR1,GO:0008977,prephenate dehydrogenase (NAD+) activity
TYR1,GO:0050661,NADP binding
SPC29,GO:0005200,structural constituent of cytoskeleton
SPC29,GO:0005634,nucleus
SPC29,GO:0005737,cytoplasm
SPC29,GO:0005823,central plaque of spindle pole body
SPC29,GO:0030474,spindle pole body duplication
CTS2,GO:0000272,polysaccharide catabolic process
CTS2,GO:0004568,chitinase activity
CTS2,GO:0006032,chitin catabolic process
CTS2,GO:0008061,chitin binding
CTS2,GO:0016020,membrane
KEX1,GO:0004185,serine-type carboxypeptidase activity
KEX1,GO:0006508,proteolysis
KEX1,GO:0016020,membrane
PHO12,GO:0003993,acid phosphatase activity
RAD50,GO:0000723,telomere maintenance
RAD50,GO:0005524,ATP binding
RAD50,GO:0006281,DNA repair
RAD50,GO:0006310,DNA recombination
RAD50,GO:0016887,ATP hydrolysis activity
RAD50,GO:0030870,Mre11 complex
RAD50,GO:0046872,metal ion binding
RAD50,GO:0140664,ATP-dependent DNA damage sensor activity
SPT16,GO:0006260,DNA replication
SPT16,GO:0006281,DNA repair
SPT16,GO:0035101,FACT complex
MON1,GO:0005774,vacuolar membrane
MON1,GO:0006623,protein targeting to vacuole
MON1,GO:0006914,autophagy
MON1,GO:0016192,vesicle-mediated transport
MON1,GO:0032585,multivesicular body membrane
PSF3,GO:0000811,GINS complex
PSF3,GO:0006260,DNA replication
PHO3,GO:0003993,acid phosphatase activity
DOA4,GO:0004843,cysteine-type deubiquitinase activity
DOA4,GO:0006511,ubiquitin-dependent protein catabolic process
DOA4,GO:0016579,protein deubiquitination
DOA4,GO:0110165,cellular anatomical entity
DUN1,GO:0004672,protein kinase activity
DUN1,GO:0005524,ATP binding
DUN1,GO:0006468,protein phosphorylation
APN2,GO:0004518,nuclease activity
APN2,GO:0006281,DNA repair
APN2,GO:0008270,zinc ion binding
APN2,GO:0016829,lyase activity
HEM2,GO:0004655,porphobilinogen synthase activity
HEM2,GO:0006782,protoporphyrinogen IX biosynthetic process
HEM2,GO:0046872,metal ion binding
CWH41,GO:0004573,Glc3Man9GlcNAc2 oligosaccharide glucosidase activity
CWH41,GO:0005789,endoplasmic reticulum membrane
CWH41,GO:0006487,protein N-linked glycosylation
CWH41,GO:0009311,oligosaccharide metabolic process
ERO1,GO:0005789,endoplasmic reticulum membrane
ERO1,GO:0015035,protein-disulfide reductase activity
ERO1,GO:0016972,thiol oxidase activity
ERO1,GO:0034975,protein folding in endoplasmic reticulum
ERO1,GO:0071949,FAD binding
SHM2,GO:0004372,glycine hydroxymethyltransferase activity
SHM2,GO:0008168,methyltransferase activity
SHM2,GO:0019264,glycine biosynthetic process from serine
SHM2,GO:0030170,pyridoxal phosphate binding
SHM2,GO:0032259,methylation
SHM2,GO:0035999,tetrahydrofolate interconversion
HOP2,GO:0005634,nucleus
HOP2,GO:0051321,meiotic cell cycle
HOP2,GO:0090304,nucleic acid metabolic process
MPP10,GO:0005732,sno(s)RNA-containing ribonucleoprotein complex
MPP10,GO:0006364,rRNA processing
MPP10,GO:0034457,Mpp10 complex
GPI14,GO:0004376,glycolipid mannosyltransferase activity
GPI14,GO:0005789,endoplasmic reticulum membrane
GPI14,GO:0006506,GPI anchor biosynthetic process
GPI14,GO:0051751,"alpha-1,4-mannosyltransferase activity"
GPI14,GO:0071555,cell wall organization
NOP58,GO:0005730,nucleolus
NOP58,GO:0030515,snoRNA binding
NOP58,GO:0031428,box C/D RNP complex
NOP58,GO:0032040,small-subunit processome
NOP58,GO:0042254,ribosome biogenesis
EXO84,GO:0000145,exocyst
EXO84,GO:0006887,exocytosis
EXO84,GO:0015031,protein transport
EXO84,GO:0030133,transport vesicle
MYO1,GO:0003774,cytoskeletal motor activity
MYO1,GO:0003779,actin binding
MYO1,GO:0005524,ATP binding
MYO1,GO:0016459,myosin complex
MYO1,GO:0051641,cellular localization
SMD2,GO:0005829,cytosol
SMD2,GO:0006397,mRNA processing
SMD2,GO:0008380,RNA splicing
SMD2,GO:0030532,small nuclear ribonucleoprotein complex
SRP102,GO:0005525,GTP binding
SRP102,GO:0005789,endoplasmic reticulum membrane
GPM1,GO:0004619,phosphoglycerate mutase activity
GPM1,GO:0006096,glycolytic process
ERG9,GO:0004310,farnesyl-diphosphate farnesyltransferase activity
ERG9,GO:0016020,membrane
ERG9,GO:0016126,sterol biosynthetic process
ERG9,GO:0051996,squalene synthase activity
PAP1,GO:0003723,RNA binding
PAP1,GO:0004652,obsolete polynucleotide adenylyltransferase activity
PAP1,GO:0005524,ATP binding
PAP1,GO:0005634,nucleus
