Gene_names,GO_terms,GO_names
KLMA_40468,GO:0005751,mitochondrial respiratory chain complex IV
KLMA_40468,GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen"
KLMA_40478,GO:0003697,single-stranded DNA binding
KLMA_40478,GO:0005666,RNA polymerase III complex
KLMA_40478,GO:0006351,DNA-templated transcription
KLMA_20521,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening
KLMA_20521,GO:0000932,P-body
KLMA_20521,GO:0005634,nucleus
KLMA_20521,GO:0006355,regulation of DNA-templated transcription
KLMA_20521,GO:0030015,CCR4-NOT core complex
KLMA_20526,GO:0003779,actin binding
KLMA_20526,GO:0005737,cytoplasm
KLMA_20526,GO:0008290,F-actin capping protein complex
KLMA_20526,GO:0030036,actin cytoskeleton organization
KLMA_20526,GO:0051016,barbed-end actin filament capping
KLMA_40498,GO:0005743,mitochondrial inner membrane
KLMA_40498,GO:0015031,protein transport
KLMA_20551,GO:0004497,monooxygenase activity
KLMA_20551,GO:0005506,iron ion binding
KLMA_20551,GO:0008168,methyltransferase activity
KLMA_20551,GO:0008202,steroid metabolic process
KLMA_20551,GO:0016020,membrane
KLMA_20551,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
KLMA_20551,GO:0020037,heme binding
KLMA_20551,GO:0032259,methylation
KLMA_30643,GO:0000287,magnesium ion binding
KLMA_30643,GO:0006190,inosine salvage
KLMA_30643,GO:0009117,nucleotide metabolic process
KLMA_30643,GO:0050483,IMP 5'-nucleotidase activity
KLMA_20566,GO:0004788,thiamine diphosphokinase activity
KLMA_20566,GO:0005524,ATP binding
KLMA_20566,GO:0006772,thiamine metabolic process
KLMA_20566,GO:0009229,thiamine diphosphate biosynthetic process
KLMA_20566,GO:0016301,kinase activity
KLMA_20566,GO:0016310,phosphorylation
KLMA_20566,GO:0030975,thiamine binding
KLMA_30658,GO:0003723,RNA binding
KLMA_30658,GO:0003735,structural constituent of ribosome
KLMA_30658,GO:0006412,translation
KLMA_30658,GO:0015934,large ribosomal subunit
KLMA_30658,GO:0016740,transferase activity
KLMA_40286,GO:0000166,nucleotide binding
KLMA_40286,GO:0005666,RNA polymerase III complex
KLMA_40286,GO:0006384,transcription initiation at RNA polymerase III promoter
KLMA_20571,GO:0005524,ATP binding
KLMA_20571,GO:0005634,nucleus
KLMA_20586,GO:0016020,membrane
KLMA_30461,GO:0000506,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
KLMA_30461,GO:0006506,GPI anchor biosynthetic process
KLMA_30461,GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity
KLMA_30466,GO:0005524,ATP binding
KLMA_30466,GO:0005737,cytoplasm
KLMA_30466,GO:0008233,peptidase activity
KLMA_30466,GO:0008540,"proteasome regulatory particle, base subcomplex"
KLMA_30466,GO:0016887,ATP hydrolysis activity
KLMA_30466,GO:0036402,proteasome-activating activity
KLMA_30466,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
KLMA_30466,GO:0070682,proteasome regulatory particle assembly
KLMA_40316,GO:0004674,protein serine/threonine kinase activity
KLMA_40316,GO:0005524,ATP binding
KLMA_40316,GO:0006468,protein phosphorylation
KLMA_40316,GO:0006914,autophagy
KLMA_30486,GO:0004222,metalloendopeptidase activity
KLMA_30486,GO:0005743,mitochondrial inner membrane
KLMA_30486,GO:0006508,proteolysis
KLMA_30486,GO:0046872,metal ion binding
KLMA_20616,GO:0000166,nucleotide binding
KLMA_20616,GO:0003723,RNA binding
KLMA_20616,GO:0004518,nuclease activity
KLMA_20616,GO:0005634,nucleus
KLMA_20616,GO:0016070,RNA metabolic process
KLMA_20616,GO:0046872,metal ion binding
KLMA_40341,GO:0016020,membrane
KLMA_40341,GO:0020037,heme binding
KLMA_40341,GO:0046872,metal ion binding
KLMA_40603,GO:0006508,proteolysis
KLMA_40603,GO:0008233,peptidase activity
KLMA_40603,GO:0046872,metal ion binding
KLMA_30491,GO:0004795,threonine synthase activity
KLMA_30491,GO:0009088,threonine biosynthetic process
KLMA_30491,GO:0020037,heme binding
KLMA_30491,GO:0030170,pyridoxal phosphate binding
KLMA_40608,GO:0001732,formation of cytoplasmic translation initiation complex
KLMA_40608,GO:0003723,RNA binding
KLMA_40608,GO:0003743,translation initiation factor activity
KLMA_40608,GO:0005852,eukaryotic translation initiation factor 3 complex
KLMA_40608,GO:0016282,eukaryotic 43S preinitiation complex
KLMA_40608,GO:0033290,eukaryotic 48S preinitiation complex
KLMA_40004,GO:0009228,thiamine biosynthetic process
KLMA_40004,GO:0009229,thiamine diphosphate biosynthetic process
KLMA_40371,GO:0004177,aminopeptidase activity
KLMA_40371,GO:0006508,proteolysis
KLMA_40371,GO:0008237,metallopeptidase activity
KLMA_40371,GO:0008270,zinc ion binding
KLMA_20646,GO:0000166,nucleotide binding
KLMA_20646,GO:0003677,DNA binding
KLMA_20646,GO:0003887,DNA-directed DNA polymerase activity
KLMA_20646,GO:0005634,nucleus
KLMA_20646,GO:0006260,DNA replication
KLMA_20646,GO:0046872,metal ion binding
KLMA_20646,GO:0051539,"4 iron, 4 sulfur cluster binding"
KLMA_40381,GO:0008496,"mannan endo-1,6-alpha-mannosidase activity"
KLMA_40381,GO:0016020,membrane
KLMA_40381,GO:0016052,carbohydrate catabolic process
KLMA_40391,GO:0006099,tricarboxylic acid cycle
KLMA_40391,GO:0019752,carboxylic acid metabolic process
KLMA_40391,GO:0030060,L-malate dehydrogenase activity
KLMA_40029,GO:0000228,nuclear chromosome
KLMA_40029,GO:0006338,chromatin remodeling
KLMA_40029,GO:0007049,cell cycle
KLMA_40029,GO:0070603,SWI/SNF superfamily-type complex
KLMA_50013,GO:0005509,calcium ion binding
KLMA_50013,GO:0005783,endoplasmic reticulum
KLMA_50013,GO:0006457,protein folding
KLMA_50013,GO:0016020,membrane
KLMA_50013,GO:0051082,unfolded protein binding
KLMA_30516,GO:0003723,RNA binding
KLMA_30516,GO:0005730,nucleolus
KLMA_30516,GO:0006364,rRNA processing
KLMA_30516,GO:1990904,ribonucleoprotein complex
KLMA_20676,GO:0005634,nucleus
KLMA_20676,GO:0006281,DNA repair
KLMA_20676,GO:0006310,DNA recombination
KLMA_20676,GO:0030915,Smc5-Smc6 complex
KLMA_40044,GO:0004306,ethanolamine-phosphate cytidylyltransferase activity
KLMA_40044,GO:0006646,phosphatidylethanolamine biosynthetic process
KLMA_30521,GO:0005643,nuclear pore
KLMA_30521,GO:0015031,protein transport
KLMA_30521,GO:0016973,poly(A)+ mRNA export from nucleus
KLMA_40049,GO:0005034,osmosensor activity
KLMA_40049,GO:0005886,plasma membrane
KLMA_40049,GO:0007232,osmosensory signaling pathway via Sho1 osmosensor
KLMA_30526,GO:0004418,hydroxymethylbilane synthase activity
KLMA_30526,GO:0006782,protoporphyrinogen IX biosynthetic process
KLMA_30526,GO:0018160,peptidyl-pyrromethane cofactor linkage
KLMA_40054,GO:0004672,protein kinase activity
KLMA_40054,GO:0005524,ATP binding
KLMA_40054,GO:0006468,protein phosphorylation
KLMA_40426,GO:0005524,ATP binding
KLMA_40426,GO:0005737,cytoplasm
KLMA_40426,GO:0008033,tRNA processing
KLMA_40426,GO:0052381,tRNA dimethylallyltransferase activity
KLMA_30536,GO:0005634,nucleus
KLMA_50038,GO:0000105,histidine biosynthetic process
KLMA_50038,GO:0004424,imidazoleglycerol-phosphate dehydratase activity
KLMA_50043,GO:0000428,DNA-directed RNA polymerase complex
KLMA_50043,GO:0003677,DNA binding
KLMA_50043,GO:0003899,DNA-directed 5'-3' RNA polymerase activity
KLMA_50043,GO:0006351,DNA-templated transcription
KLMA_50043,GO:0032549,ribonucleoside binding
KLMA_50043,GO:0046872,metal ion binding
KLMA_40441,GO:0015031,protein transport
KLMA_40441,GO:0016020,membrane
KLMA_40441,GO:0017119,Golgi transport complex
KLMA_50048,GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
KLMA_50048,GO:0005524,ATP binding
KLMA_50048,GO:0006260,DNA replication
KLMA_50048,GO:0009263,deoxyribonucleotide biosynthetic process
KLMA_30551,GO:0005524,ATP binding
KLMA_30551,GO:0005737,cytoplasm
KLMA_30551,GO:0015031,protein transport
KLMA_30551,GO:0016887,ATP hydrolysis activity
KLMA_30551,GO:0035494,SNARE complex disassembly
KLMA_40074,GO:0003676,nucleic acid binding
KLMA_40074,GO:0005524,ATP binding
KLMA_40074,GO:0005634,nucleus
KLMA_40074,GO:0008270,zinc ion binding
KLMA_40074,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
KLMA_40074,GO:0140658,ATP-dependent chromatin remodeler activity
KLMA_20706,GO:0005524,ATP binding
KLMA_20706,GO:0016740,transferase activity
KLMA_20706,GO:0070647,protein modification by small protein conjugation or removal
KLMA_30556,GO:0004351,glutamate decarboxylase activity
KLMA_30556,GO:0006536,glutamate metabolic process
KLMA_30556,GO:0030170,pyridoxal phosphate binding
KLMA_20726,GO:0000049,tRNA binding
KLMA_20726,GO:0005737,cytoplasm
KLMA_20726,GO:0051499,D-aminoacyl-tRNA deacylase activity
KLMA_40471,GO:0004582,dolichyl-phosphate beta-D-mannosyltransferase activity
KLMA_40471,GO:0005783,endoplasmic reticulum
KLMA_40471,GO:0006486,protein glycosylation
KLMA_40471,GO:0016020,membrane
KLMA_20731,GO:0008320,protein transmembrane transporter activity
KLMA_20731,GO:0042721,TIM22 mitochondrial import inner membrane insertion complex
KLMA_20731,GO:0045039,protein insertion into mitochondrial inner membrane
KLMA_40104,GO:0000176,nuclear exosome (RNase complex)
KLMA_40104,GO:0000177,cytoplasmic exosome (RNase complex)
KLMA_40104,GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KLMA_40104,GO:0005730,nucleolus
KLMA_40104,GO:0070478,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KLMA_40104,GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay"
KLMA_40104,GO:0070651,nonfunctional rRNA decay
KLMA_40104,GO:0071038,nuclear polyadenylation-dependent tRNA catabolic process
KLMA_40481,GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity"
KLMA_40481,GO:0005509,calcium ion binding
KLMA_40481,GO:0005975,carbohydrate metabolic process
KLMA_40481,GO:0016020,membrane
KLMA_40481,GO:0044322,endoplasmic reticulum quality control compartment
KLMA_40481,GO:1904380,endoplasmic reticulum mannose trimming
KLMA_40481,GO:1904382,mannose trimming involved in glycoprotein ERAD pathway
KLMA_40109,GO:0004843,cysteine-type deubiquitinase activity
KLMA_40109,GO:0006511,ubiquitin-dependent protein catabolic process
KLMA_40109,GO:0008270,zinc ion binding
KLMA_40109,GO:0016579,protein deubiquitination
KLMA_40486,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity
KLMA_40486,GO:0005789,endoplasmic reticulum membrane
KLMA_40114,GO:0000428,DNA-directed RNA polymerase complex
KLMA_40114,GO:0003676,nucleic acid binding
KLMA_40114,GO:0003899,DNA-directed 5'-3' RNA polymerase activity
KLMA_40114,GO:0005730,nucleolus
KLMA_40114,GO:0006351,DNA-templated transcription
KLMA_40114,GO:0008270,zinc ion binding
KLMA_40114,GO:0042779,tRNA 3'-trailer cleavage
KLMA_50088,GO:0042407,cristae formation
KLMA_50088,GO:0044284,mitochondrial crista junction
KLMA_50088,GO:0061617,MICOS complex
KLMA_30616,GO:0003677,DNA binding
KLMA_30616,GO:0003700,DNA-binding transcription factor activity
KLMA_30616,GO:0005507,copper ion binding
KLMA_30616,GO:0005634,nucleus
KLMA_40506,GO:0005634,nucleus
KLMA_40506,GO:0005854,nascent polypeptide-associated complex
KLMA_40506,GO:0015031,protein transport
KLMA_20761,GO:0016020,membrane
KLMA_30621,GO:0001919,regulation of receptor recycling
KLMA_30621,GO:0007040,lysosome organization
KLMA_30621,GO:0016197,endosomal transport
KLMA_30621,GO:0031902,late endosome membrane
KLMA_30621,GO:0032008,positive regulation of TOR signaling
KLMA_30621,GO:0042632,cholesterol homeostasis
KLMA_30621,GO:0043410,positive regulation of MAPK cascade
KLMA_30621,GO:0045121,membrane raft
KLMA_30621,GO:0071230,cellular response to amino acid stimulus
KLMA_30621,GO:0071986,Ragulator complex
KLMA_40139,GO:0008483,transaminase activity
KLMA_40139,GO:0009058,biosynthetic process
KLMA_40139,GO:0030170,pyridoxal phosphate binding
KLMA_40139,GO:0042853,L-alanine catabolic process
KLMA_20766,GO:0005886,plasma membrane
KLMA_20766,GO:0008519,ammonium transmembrane transporter activity
KLMA_30626,GO:0006887,exocytosis
KLMA_30626,GO:0006897,endocytosis
KLMA_30626,GO:0008289,lipid binding
KLMA_30626,GO:0016020,membrane
KLMA_30626,GO:0030011,maintenance of cell polarity
KLMA_30626,GO:0034727,piecemeal microautophagy of the nucleus
KLMA_30626,GO:0120015,sterol transfer activity
KLMA_50113,GO:0003774,cytoskeletal motor activity
KLMA_50113,GO:0003779,actin binding
KLMA_50113,GO:0005524,ATP binding
KLMA_50113,GO:0006996,organelle organization
KLMA_50113,GO:0016459,myosin complex
KLMA_50113,GO:0051641,cellular localization
KLMA_50118,GO:0000287,magnesium ion binding
KLMA_50118,GO:0005524,ATP binding
KLMA_50118,GO:0016020,membrane
KLMA_50118,GO:0016887,ATP hydrolysis activity
KLMA_50118,GO:0045332,phospholipid translocation
KLMA_50118,GO:0140326,ATPase-coupled intramembrane lipid transporter activity
KLMA_30646,GO:0000387,spliceosomal snRNP assembly
KLMA_30646,GO:0003723,RNA binding
KLMA_30646,GO:0005681,spliceosomal complex
KLMA_30646,GO:0005682,U5 snRNP
KLMA_30646,GO:0005685,U1 snRNP
KLMA_30646,GO:0005686,U2 snRNP
KLMA_30646,GO:0005687,U4 snRNP
KLMA_30646,GO:0005737,cytoplasm
KLMA_30646,GO:0046540,U4/U6 x U5 tri-snRNP complex
KLMA_50128,GO:0003743,translation initiation factor activity
KLMA_50128,GO:0005085,guanyl-nucleotide exchange factor activity
KLMA_50128,GO:0016779,nucleotidyltransferase activity
KLMA_50128,GO:0031369,translation initiation factor binding
KLMA_20791,GO:0005506,iron ion binding
KLMA_20791,GO:0005759,mitochondrial matrix
KLMA_20791,GO:0016226,iron-sulfur cluster assembly
KLMA_20791,GO:0051537,"2 iron, 2 sulfur cluster binding"
KLMA_30651,GO:0008270,zinc ion binding
KLMA_30651,GO:0016874,ligase activity
KLMA_30651,GO:0016925,protein sumoylation
KLMA_30651,GO:0043229,intracellular organelle
KLMA_40546,GO:0003723,RNA binding
KLMA_40546,GO:0005730,nucleolus
KLMA_40546,GO:0042255,ribosome assembly
KLMA_40556,GO:0000139,Golgi membrane
KLMA_40556,GO:0003924,GTPase activity
KLMA_40556,GO:0005525,GTP binding
KLMA_40556,GO:0005789,endoplasmic reticulum membrane
KLMA_40556,GO:0006886,intracellular protein transport
KLMA_40556,GO:0012507,ER to Golgi transport vesicle membrane
KLMA_40556,GO:0016192,vesicle-mediated transport
KLMA_30671,GO:0003838,sterol 24-C-methyltransferase activity
KLMA_30671,GO:0016126,sterol biosynthetic process
KLMA_30671,GO:0032259,methylation
KLMA_20811,GO:0004516,nicotinate phosphoribosyltransferase activity
KLMA_20811,GO:0009435,NAD biosynthetic process
KLMA_20811,GO:0016757,glycosyltransferase activity
KLMA_20816,GO:0003723,RNA binding
KLMA_20816,GO:0005775,vacuolar lumen
KLMA_20816,GO:0033897,ribonuclease T2 activity
KLMA_40571,GO:0004385,guanylate kinase activity
KLMA_40571,GO:0005524,ATP binding
KLMA_40571,GO:0016310,phosphorylation
KLMA_30681,GO:0000139,Golgi membrane
KLMA_30681,GO:0005789,endoplasmic reticulum membrane
KLMA_30681,GO:0008643,carbohydrate transport
KLMA_30681,GO:0030659,cytoplasmic vesicle membrane
KLMA_30681,GO:0055085,transmembrane transport
KLMA_20821,GO:0004177,aminopeptidase activity
KLMA_20821,GO:0006508,proteolysis
KLMA_20821,GO:0008235,metalloexopeptidase activity
KLMA_20821,GO:0046872,metal ion binding
KLMA_40596,GO:0005737,cytoplasm
KLMA_40596,GO:0017018,myosin phosphatase activity
KLMA_40596,GO:0046872,metal ion binding
KLMA_40224,GO:0003677,DNA binding
KLMA_40224,GO:0003899,DNA-directed 5'-3' RNA polymerase activity
KLMA_40224,GO:0006351,DNA-templated transcription
KLMA_40224,GO:0055029,nuclear DNA-directed RNA polymerase complex
KLMA_30711,GO:0000155,phosphorelay sensor kinase activity
KLMA_30711,GO:0006950,response to stress
KLMA_30711,GO:0016020,membrane
KLMA_50143,GO:0005524,ATP binding
KLMA_50143,GO:0005737,cytoplasm
KLMA_50143,GO:0008233,peptidase activity
KLMA_50143,GO:0008540,"proteasome regulatory particle, base subcomplex"
KLMA_50143,GO:0016887,ATP hydrolysis activity
KLMA_50143,GO:0036402,proteasome-activating activity
KLMA_50143,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
KLMA_50143,GO:0070682,proteasome regulatory particle assembly
KLMA_40606,GO:0003735,structural constituent of ribosome
KLMA_40606,GO:0003746,translation elongation factor activity
KLMA_40606,GO:0005634,nucleus
KLMA_40606,GO:0005840,ribosome
KLMA_40606,GO:0006357,regulation of transcription by RNA polymerase II
KLMA_40606,GO:0032784,regulation of DNA-templated transcription elongation
KLMA_40606,GO:0140673,transcription elongation-coupled chromatin remodeling
KLMA_40611,GO:0003777,microtubule motor activity
KLMA_40611,GO:0005524,ATP binding
KLMA_40611,GO:0005856,cytoskeleton
KLMA_40611,GO:0007018,microtubule-based movement
KLMA_40611,GO:0008017,microtubule binding
KLMA_40234,GO:0005524,ATP binding
KLMA_40234,GO:0005832,chaperonin-containing T-complex
KLMA_40234,GO:0016887,ATP hydrolysis activity
KLMA_40234,GO:0051082,unfolded protein binding
KLMA_40234,GO:0051086,chaperone mediated protein folding independent of cofactor
KLMA_40234,GO:0140662,ATP-dependent protein folding chaperone
KLMA_30726,GO:0004359,glutaminase activity
KLMA_30726,GO:0006541,glutamine metabolic process
KLMA_30726,GO:0016740,transferase activity
KLMA_30726,GO:0042823,pyridoxal phosphate biosynthetic process
KLMA_40244,GO:0005524,ATP binding
KLMA_40244,GO:0016020,membrane
KLMA_40244,GO:0016887,ATP hydrolysis activity
KLMA_40244,GO:0140359,ABC-type transporter activity
KLMA_40244,GO:1990961,xenobiotic detoxification by transmembrane export across the plasma membrane
KLMA_50168,GO:0003677,DNA binding
KLMA_50168,GO:0003682,chromatin binding
KLMA_50168,GO:0005524,ATP binding
KLMA_50168,GO:0005634,nucleus
KLMA_50168,GO:0006260,DNA replication
KLMA_50168,GO:0016887,ATP hydrolysis activity
KLMA_40249,GO:0015297,antiporter activity
KLMA_40249,GO:0016020,membrane
KLMA_40249,GO:0042910,xenobiotic transmembrane transporter activity
KLMA_40249,GO:1990961,xenobiotic detoxification by transmembrane export across the plasma membrane
KLMA_40012,GO:0005525,GTP binding
KLMA_40012,GO:0005730,nucleolus
KLMA_50178,GO:0004587,ornithine-oxo-acid transaminase activity
KLMA_50178,GO:0030170,pyridoxal phosphate binding
KLMA_50178,GO:0050155,ornithine(lysine) transaminase activity
KLMA_50178,GO:0055129,L-proline biosynthetic process
KLMA_50006,GO:0005778,peroxisomal membrane
KLMA_50006,GO:0007031,peroxisome organization
KLMA_40259,GO:0004160,dihydroxy-acid dehydratase activity
KLMA_40259,GO:0009097,isoleucine biosynthetic process
KLMA_40259,GO:0009099,valine biosynthetic process
KLMA_40259,GO:0046872,metal ion binding
KLMA_40259,GO:0051537,"2 iron, 2 sulfur cluster binding"
KLMA_50016,GO:0004022,alcohol dehydrogenase (NAD+) activity
KLMA_50016,GO:0008270,zinc ion binding
KLMA_30009,GO:0004565,beta-galactosidase activity
KLMA_30009,GO:0005975,carbohydrate metabolic process
KLMA_30009,GO:0009341,beta-galactosidase complex
KLMA_30009,GO:0030246,carbohydrate binding
KLMA_30009,GO:1901575,organic substance catabolic process
KLMA_40037,GO:0003677,DNA binding
KLMA_40037,GO:0005681,spliceosomal complex
KLMA_40037,GO:0006397,mRNA processing
KLMA_40037,GO:0008380,RNA splicing
KLMA_40037,GO:0046872,metal ion binding
KLMA_30024,GO:0008941,nitric oxide dioxygenase activity
KLMA_30024,GO:0019825,oxygen binding
KLMA_30024,GO:0020037,heme binding
KLMA_30024,GO:0062197,cellular response to chemical stress
KLMA_30029,GO:0000162,tryptophan biosynthetic process
KLMA_30029,GO:0004049,anthranilate synthase activity
KLMA_30029,GO:0004425,indole-3-glycerol-phosphate synthase activity
KLMA_30029,GO:0006541,glutamine metabolic process
KLMA_50036,GO:0004452,isopentenyl-diphosphate delta-isomerase activity
KLMA_50036,GO:0008299,isoprenoid biosynthetic process
KLMA_50036,GO:0050992,dimethylallyl diphosphate biosynthetic process
KLMA_50223,GO:0005524,ATP binding
KLMA_50223,GO:0005777,peroxisome
KLMA_50223,GO:0007031,peroxisome organization
KLMA_50223,GO:0016887,ATP hydrolysis activity
KLMA_30039,GO:0005525,GTP binding
KLMA_30039,GO:0005634,nucleus
KLMA_30039,GO:0005737,cytoplasm
KLMA_30039,GO:0016787,hydrolase activity
KLMA_50228,GO:0005634,nucleus
KLMA_50228,GO:0007049,cell cycle
KLMA_50228,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups"
KLMA_50228,GO:0046872,metal ion binding
KLMA_50041,GO:0003724,RNA helicase activity
KLMA_50041,GO:0003743,translation initiation factor activity
KLMA_50041,GO:0005524,ATP binding
KLMA_50041,GO:0016787,hydrolase activity
KLMA_30044,GO:0003677,DNA binding
KLMA_30044,GO:0005524,ATP binding
KLMA_30044,GO:0006271,DNA strand elongation involved in DNA replication
KLMA_30044,GO:0016887,ATP hydrolysis activity
KLMA_30044,GO:0031391,Elg1 RFC-like complex
KLMA_30044,GO:0090618,DNA clamp unloading
KLMA_30049,GO:0005524,ATP binding
KLMA_30049,GO:0005832,chaperonin-containing T-complex
KLMA_30049,GO:0016887,ATP hydrolysis activity
KLMA_30049,GO:0051082,unfolded protein binding
KLMA_30049,GO:0051086,chaperone mediated protein folding independent of cofactor
KLMA_30049,GO:0140662,ATP-dependent protein folding chaperone
KLMA_50238,GO:0016301,kinase activity
KLMA_50238,GO:0016310,phosphorylation
KLMA_50238,GO:0032958,inositol phosphate biosynthetic process
KLMA_50243,GO:0000811,GINS complex
KLMA_50243,GO:0006260,DNA replication
KLMA_40072,GO:0003676,nucleic acid binding
KLMA_40072,GO:0004386,helicase activity
KLMA_40072,GO:0005524,ATP binding
KLMA_40072,GO:0005634,nucleus
KLMA_40072,GO:0006396,RNA processing
KLMA_40072,GO:0008186,"ATP-dependent activity, acting on RNA"
KLMA_40072,GO:0016787,hydrolase activity
KLMA_40072,GO:0022613,ribonucleoprotein complex biogenesis
KLMA_40072,GO:1990904,ribonucleoprotein complex
KLMA_30059,GO:0006511,ubiquitin-dependent protein catabolic process
KLMA_30059,GO:0061630,ubiquitin protein ligase activity
KLMA_50248,GO:0004674,protein serine/threonine kinase activity
KLMA_50248,GO:0005524,ATP binding
KLMA_50248,GO:0006468,protein phosphorylation
KLMA_30064,GO:0006886,intracellular protein transport
KLMA_30064,GO:0007034,vacuolar transport
KLMA_30064,GO:0010008,endosome membrane
KLMA_30064,GO:0016192,vesicle-mediated transport
KLMA_30064,GO:0035091,phosphatidylinositol binding
KLMA_30064,GO:0043130,ubiquitin binding
KLMA_50071,GO:0005789,endoplasmic reticulum membrane
KLMA_50071,GO:0006506,GPI anchor biosynthetic process
KLMA_50071,GO:0051377,mannose-ethanolamine phosphotransferase activity
KLMA_40274,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
KLMA_40274,GO:0003723,RNA binding
KLMA_40274,GO:0004534,5'-3' RNA exonuclease activity
KLMA_40274,GO:0005737,cytoplasm
KLMA_40274,GO:0006364,rRNA processing
KLMA_50273,GO:0003779,actin binding
KLMA_50273,GO:0005737,cytoplasm
KLMA_50273,GO:0005885,Arp2/3 protein complex
KLMA_50273,GO:0030833,regulation of actin filament polymerization
KLMA_50273,GO:0034314,Arp2/3 complex-mediated actin nucleation
KLMA_40102,GO:0004022,alcohol dehydrogenase (NAD+) activity
KLMA_40102,GO:0008270,zinc ion binding
KLMA_50283,GO:0004642,phosphoribosylformylglycinamidine synthase activity
KLMA_50283,GO:0005524,ATP binding
KLMA_50283,GO:0006189,'de novo' IMP biosynthetic process
KLMA_50283,GO:0006541,glutamine metabolic process
KLMA_50283,GO:0046872,metal ion binding
KLMA_40107,GO:0003849,3-deoxy-7-phosphoheptulonate synthase activity
KLMA_40107,GO:0008652,amino acid biosynthetic process
KLMA_40107,GO:0009073,aromatic amino acid family biosynthetic process
KLMA_30099,GO:0000287,magnesium ion binding
KLMA_30099,GO:0004614,phosphoglucomutase activity
KLMA_30099,GO:0005975,carbohydrate metabolic process
KLMA_50293,GO:0000179,"rRNA (adenine-N6,N6-)-dimethyltransferase activity"
KLMA_50293,GO:0003723,RNA binding
KLMA_30114,GO:0004222,metalloendopeptidase activity
KLMA_30114,GO:0006508,proteolysis
KLMA_30114,GO:0046872,metal ion binding
KLMA_40122,GO:0003676,nucleic acid binding
KLMA_40122,GO:0004824,lysine-tRNA ligase activity
KLMA_40122,GO:0005524,ATP binding
KLMA_40122,GO:0005737,cytoplasm
KLMA_40122,GO:0006430,lysyl-tRNA aminoacylation
KLMA_50308,GO:0004379,glycylpeptide N-tetradecanoyltransferase activity
KLMA_50308,GO:0006499,N-terminal protein myristoylation
KLMA_50106,GO:0000398,"mRNA splicing, via spliceosome"
KLMA_50106,GO:0005681,spliceosomal complex
KLMA_40309,GO:0005789,endoplasmic reticulum membrane
KLMA_40309,GO:0006886,intracellular protein transport
KLMA_40309,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
KLMA_40309,GO:0070973,protein localization to endoplasmic reticulum exit site
KLMA_30124,GO:0000104,succinate dehydrogenase activity
KLMA_30124,GO:0006099,tricarboxylic acid cycle
KLMA_30124,GO:0009055,electron transfer activity
KLMA_30124,GO:0031966,mitochondrial membrane
KLMA_30124,GO:0045281,succinate dehydrogenase complex
KLMA_30124,GO:0046872,metal ion binding
KLMA_30134,GO:0005634,nucleus
KLMA_30134,GO:0008420,RNA polymerase II CTD heptapeptide repeat phosphatase activity
KLMA_30134,GO:0017018,myosin phosphatase activity
KLMA_30134,GO:0043175,RNA polymerase core enzyme binding
KLMA_30134,GO:0046872,metal ion binding
KLMA_30134,GO:0070940,obsolete dephosphorylation of RNA polymerase II C-terminal domain
KLMA_40324,GO:0003677,DNA binding
KLMA_40324,GO:0003678,DNA helicase activity
KLMA_40324,GO:0005524,ATP binding
KLMA_40324,GO:0005634,nucleus
KLMA_40324,GO:0006974,DNA damage response
KLMA_40324,GO:0007049,cell cycle
KLMA_40324,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
KLMA_40324,GO:0090304,nucleic acid metabolic process
KLMA_30139,GO:0000049,tRNA binding
KLMA_30139,GO:0005634,nucleus
KLMA_30139,GO:0016428,tRNA (cytosine-5-)-methyltransferase activity
KLMA_50126,GO:0005524,ATP binding
KLMA_50126,GO:0005832,chaperonin-containing T-complex
KLMA_50126,GO:0016887,ATP hydrolysis activity
KLMA_50126,GO:0051082,unfolded protein binding
KLMA_50126,GO:0051086,chaperone mediated protein folding independent of cofactor
KLMA_50126,GO:0140662,ATP-dependent protein folding chaperone
KLMA_50333,GO:0004375,glycine dehydrogenase (decarboxylating) activity
KLMA_50333,GO:0005739,mitochondrion
KLMA_50333,GO:0006546,glycine catabolic process
